,Unnamed: 0_call,交易日期,行权价_call,成交量(手)_call,到期剩余天数_call,期权代码_call,收盘价_call,到期ETF收盘价_call,现期ETF收盘价_call,monthly_RV_call,option_type_call,期权收益率_call,IV_call,在值程度_call,Unnamed: 0_put,行权价_put,成交量(手)_put,到期剩余天数_put,期权代码_put,收盘价_put,到期ETF收盘价_put,现期ETF收盘价_put,monthly_RV_put,option_type_put,期权收益率_put,IV_put,在值程度_put,Return
31,31,2016-03-31,2.15,21817.0,27,10000579.SH,0.07,2.144,2.156,0.24533660409671,call,-0.037037037037037,0.2787592672598957,1,31,2.15,14550.0,27,10000584.SH,0.06,2.144,2.156,0.24533660409671,put,-0.0333333333333334,0.2773517638819218,1,-1.0598290598290618
32,32,2016-04-01,2.15,30243.0,26,10000579.SH,0.07,2.144,2.165,0.2122708360294263,call,-0.0384615384615384,0.2626702531448304,1,32,2.15,19071.0,26,10000584.SH,0.06,2.144,2.165,0.2122708360294263,put,-0.0346153846153847,0.3001330053523182,1,-1.1005917159763332
33,33,2016-04-05,2.15,710.0,50,10000603.SH,0.1,2.074,2.175,0.2123783613207017,call,-0.02,0.2608830087648631,1,33,2.15,1163.0,50,10000608.SH,0.09,2.074,2.175,0.2123783613207017,put,-0.003111111111111,0.329987168853879,1,-0.35999999999999976
34,34,2016-04-06,2.15,1257.0,49,10000603.SH,0.09,2.074,2.165,0.1839685439602058,call,-0.0204081632653061,0.2500155973398983,1,34,2.15,869.0,49,10000608.SH,0.09,2.074,2.165,0.1839685439602058,put,-0.0031746031746031,0.3192246019466518,1,-0.35374149659863924
35,35,2016-04-07,2.15,1336.0,48,10000603.SH,0.07,2.074,2.139,0.1881403198887826,call,-0.0208333333333333,0.233191539112985,1,35,2.15,1456.0,48,10000608.SH,0.1,2.074,2.139,0.1881403198887826,put,-0.0049999999999999,0.3157084065001606,1,-0.3455882352941174
36,36,2016-04-08,2.1,1171.0,47,10000602.SH,0.09,2.074,2.124,0.1898234267456848,call,-0.0212765957446808,0.2448568775185942,1,36,2.1,1565.0,47,10000607.SH,0.07,2.074,2.124,0.1898234267456848,put,-0.0133738601823707,0.2792123219383061,1,-0.5345744680851054
37,37,2016-04-11,2.15,1906.0,44,10000603.SH,0.07,2.074,2.144,0.1917268286805737,call,-0.0227272727272727,0.2358091949887573,1,37,2.15,2103.0,44,10000608.SH,0.09,2.074,2.144,0.1917268286805737,put,-0.0035353535353535,0.3031664034175276,1,-0.35795454545454514
38,38,2016-04-12,2.15,2050.0,43,10000603.SH,0.06,2.074,2.142,0.1723668604674589,call,-0.0232558139534883,0.2081580180566013,1,38,2.15,1780.0,43,10000608.SH,0.08,2.074,2.142,0.1723668604674589,put,-0.0011627906976743,0.2690265488901734,1,-0.31893687707641166
39,39,2016-04-13,2.15,3476.0,42,10000603.SH,0.08,2.074,2.168,0.1757955224885094,call,-0.0238095238095238,0.2313374183550179,1,39,2.15,4205.0,42,10000608.SH,0.06,2.074,2.168,0.1757955224885094,put,0.0063492063492063,0.2441807823709547,1,-0.32653061224489766
40,40,2016-04-14,2.2,3191.0,41,10000604.SH,0.06,2.074,2.174,0.1755624323134291,call,-0.024390243902439,0.2386593684675395,1,40,2.2,1408.0,41,10000609.SH,0.08,2.074,2.174,0.1755624323134291,put,0.0140243902439025,0.2376367320884466,1,-0.07317073170731535
41,41,2016-04-15,2.2,4049.0,40,10000604.SH,0.06,2.074,2.178,0.1729909033239922,call,-0.025,0.2352356197788715,1,41,2.2,2774.0,40,10000609.SH,0.08,2.074,2.178,0.1729909033239922,put,0.0143750000000001,0.2476465523131788,1,-0.07499999999999823
42,42,2016-04-18,2.15,4788.0,37,10000603.SH,0.07,2.074,2.154,0.1686793653442378,call,-0.027027027027027,0.2395452718598842,1,42,2.15,4588.0,37,10000608.SH,0.06,2.074,2.154,0.1686793653442378,put,0.0072072072072072,0.2359874127875268,1,-0.33679833679833643
43,43,2016-04-19,2.15,4855.0,36,10000603.SH,0.07,2.074,2.161,0.1688152104000855,call,-0.0277777777777777,0.2288767014304697,1,43,2.15,4057.0,36,10000608.SH,0.06,2.074,2.161,0.1688152104000855,put,0.0074074074074074,0.2508510752279758,1,-0.34615384615384576
44,44,2016-04-20,2.15,13800.0,35,10000603.SH,0.05,2.074,2.148,0.1698796985219225,call,-0.0285714285714285,0.1833211922296285,1,44,2.15,11064.0,35,10000608.SH,0.07,2.074,2.148,0.1698796985219225,put,0.0024489795918367,0.2692125152888894,1,-0.31428571428571384
45,45,2016-04-21,2.15,11880.0,34,10000603.SH,0.06,2.074,2.146,0.1473595890364776,call,-0.0294117647058823,0.2285092985837757,1,45,2.15,8726.0,34,10000608.SH,0.07,2.074,2.146,0.1473595890364776,put,0.0025210084033613,0.2692013096212744,1,-0.366515837104072
46,46,2016-04-22,2.15,11446.0,33,10000603.SH,0.06,2.074,2.156,0.1444461428278896,call,-0.0303030303030303,0.2116523982140123,1,46,2.15,8376.0,33,10000608.SH,0.06,2.074,2.156,0.1444461428278896,put,0.0080808080808081,0.2524276172940135,1,-0.33333333333333276
47,47,2016-04-25,2.15,14526.0,30,10000603.SH,0.05,2.074,2.145,0.1452893611797619,call,-0.0333333333333333,0.205662074804604,1,47,2.15,11668.0,30,10000608.SH,0.06,2.074,2.145,0.1452893611797619,put,0.0088888888888889,0.2426851833720505,1,-0.3090909090909085
48,48,2016-04-26,2.15,19093.0,29,10000603.SH,0.05,2.074,2.152,0.1371728102676615,call,-0.0344827586206896,0.1943806497240364,1,48,2.15,13095.0,29,10000608.SH,0.06,2.074,2.152,0.1371728102676615,put,0.0091954022988506,0.2604549284201265,1,-0.3197492163009399
49,49,2016-04-27,2.15,21681.0,28,10000603.SH,0.05,2.074,2.144,0.1376023813586203,call,-0.0357142857142857,0.2155746799023151,1,49,2.15,14768.0,28,10000608.SH,0.06,2.074,2.144,0.1376023813586203,put,0.0095238095238095,0.2485387141900957,1,-0.33116883116883056
50,50,2016-04-28,2.15,27255.0,27,10000603.SH,0.04,2.074,2.142,0.1318058537482821,call,-0.037037037037037,0.1810991321834325,1,50,2.15,25275.0,27,10000608.SH,0.06,2.074,2.142,0.1318058537482821,put,0.0098765432098765,0.2485335881932079,1,-0.26666666666666594
51,51,2016-04-29,2.15,20029.0,26,10000603.SH,0.04,2.074,2.135,0.1290755275562051,call,-0.0384615384615384,0.1996511878030299,1,51,2.15,15210.0,26,10000608.SH,0.06,2.074,2.135,0.1290755275562051,put,0.0102564102564103,0.2372777334924638,1,-0.2769230769230761
52,52,2016-05-03,2.15,4043.0,50,10000459.SH,0.06,2.124,2.1590000000000003,0.1028116157795081,call,-0.02,0.1628569013524651,1,52,2.15,2995.0,50,10000460.SH,0.07,2.124,2.1590000000000003,0.1028116157795081,put,-0.0125714285714286,0.2445335224823653,1,-0.4800000000000009
53,53,2016-05-04,2.15,2863.0,49,10000459.SH,0.06,2.124,2.153,0.1032080798285242,call,-0.0204081632653061,0.1753013912850022,1,53,2.15,2199.0,49,10000460.SH,0.07,2.124,2.153,0.1032080798285242,put,-0.0128279883381924,0.2380710709177553,1,-0.4897959183673479
54,54,2016-05-05,2.15,2980.0,48,10000459.SH,0.06,2.124,2.151,0.102137826046409,call,-0.0208333333333333,0.1808102882192731,1,54,2.15,1936.0,48,10000460.SH,0.07,2.124,2.151,0.102137826046409,put,-0.0130952380952381,0.2373248807429075,1,-0.500000000000001
55,55,2016-05-06,2.1,1791.0,47,10000523.SH,0.06,2.124,2.103,0.1252751746324596,call,-0.0127659574468085,0.1839803000620007,1,55,2.1,3784.0,47,10000524.SH,0.06,2.124,2.103,0.1252751746324596,put,-0.0212765957446808,0.2148177012921572,1,-0.5106382978723404
56,56,2016-05-09,2.05,2335.0,44,10000529.SH,0.07,2.124,2.071,0.1334306949169264,call,0.0012987012987013,0.1952313863935471,1,56,2.05,6421.0,44,10000530.SH,0.06,2.124,2.071,0.1334306949169264,put,-0.0227272727272727,0.2547122621859311,1,-0.2937062937062922
57,57,2016-05-10,2.05,2402.0,43,10000529.SH,0.06,2.124,2.07,0.1286202117282052,call,0.0054263565891474,0.1636358740655482,1,57,2.05,5895.0,43,10000530.SH,0.06,2.124,2.07,0.1286202117282052,put,-0.0232558139534883,0.2559160369899273,1,-0.26744186046511453
58,58,2016-05-11,2.05,2533.0,42,10000529.SH,0.06,2.124,2.077,0.1280584932120271,call,0.0055555555555556,0.1498654794729352,1,58,2.05,2736.0,42,10000530.SH,0.05,2.124,2.077,0.1280584932120271,put,-0.0238095238095238,0.2329112782133817,1,-0.23376623376623187
59,59,2016-05-12,2.05,4875.0,41,10000529.SH,0.06,2.124,2.083,0.1235453892961177,call,0.0056910569105692,0.1369714515342712,1,59,2.05,6422.0,41,10000530.SH,0.05,2.124,2.083,0.1235453892961177,put,-0.024390243902439,0.2444386915399432,1,-0.23946784922394482
60,60,2016-05-13,2.05,2356.0,40,10000529.SH,0.05,2.124,2.079,0.1235543441382964,call,0.0120000000000001,0.109605959521681,1,60,2.05,2658.0,40,10000530.SH,0.05,2.124,2.079,0.1235543441382964,put,-0.025,0.2412724943925738,1,-0.19499999999999784
61,61,2016-05-16,2.05,4669.0,37,10000529.SH,0.05,2.124,2.081,0.1144600816725471,call,0.0129729729729731,0.1091838992430567,1,61,2.05,4394.0,37,10000530.SH,0.04,2.124,2.081,0.1144600816725471,put,-0.027027027027027,0.2140901673617959,1,-0.14414414414414156
62,62,2016-05-17,2.05,3712.0,36,10000529.SH,0.05,2.124,2.077,0.1132803719792121,call,0.0133333333333334,0.1226861326729059,1,62,2.05,3914.0,36,10000530.SH,0.04,2.124,2.077,0.1132803719792121,put,-0.0277777777777777,0.210590780416727,1,-0.1481481481481455
63,63,2016-05-18,2.05,10135.0,35,10000529.SH,0.04,2.124,2.0780000000000003,0.1128100391320136,call,0.0242857142857144,0.0768740256046056,1,63,2.05,10467.0,35,10000530.SH,0.04,2.124,2.0780000000000003,0.1128100391320136,put,-0.0285714285714285,0.2149512156296968,1,-0.0642857142857112
64,64,2016-05-19,2.05,6753.0,34,10000529.SH,0.04,2.124,2.072,0.1083347721159044,call,0.0250000000000002,0.0980238887631892,1,64,2.05,7438.0,34,10000530.SH,0.04,2.124,2.072,0.1083347721159044,put,-0.0294117647058823,0.2080473918912113,1,-0.06617647058823212
65,65,2016-05-20,2.05,6529.0,33,10000529.SH,0.05,2.124,2.083,0.1096861199940402,call,0.0145454545454547,0.1107533483599126,1,65,2.05,9004.0,33,10000530.SH,0.03,2.124,2.083,0.1096861199940402,put,-0.0303030303030303,0.1868783956512212,1,-0.06818181818181492
66,66,2016-05-23,2.05,11051.0,30,10000529.SH,0.05,2.124,2.084,0.1087887918927282,call,0.0160000000000001,0.1139811170745492,1,66,2.05,12986.0,30,10000530.SH,0.03,2.124,2.084,0.1087887918927282,put,-0.0333333333333333,0.1969524100462794,1,-0.0749999999999964
67,67,2016-05-24,2.05,12605.0,29,10000529.SH,0.04,2.124,2.069,0.1105511203327518,call,0.0293103448275864,0.1171867128724157,1,67,2.05,10619.0,29,10000530.SH,0.03,2.124,2.069,0.1105511203327518,put,-0.0344827586206896,0.1744643040723204,1,0.059113300492615
68,68,2016-05-25,2.05,16816.0,28,10000529.SH,0.04,2.124,2.074,0.1092715598572987,call,0.0303571428571431,0.103951329303801,1,68,2.05,14767.0,28,10000530.SH,0.03,2.124,2.074,0.1092715598572987,put,-0.0357142857142857,0.1862397918063997,1,0.06122448979592267
69,69,2016-05-26,2.05,25224.0,27,10000529.SH,0.04,2.124,2.074,0.1087584622615028,call,0.0314814814814817,0.1062935522537827,1,69,2.05,27546.0,27,10000530.SH,0.02,2.124,2.074,0.1087584622615028,put,-0.037037037037037,0.1426279294952153,1,0.25925925925926474
70,70,2016-05-27,2.05,16306.0,26,10000529.SH,0.04,2.124,2.0780000000000003,0.1081467439713327,call,0.0326923076923079,0.0939532511882186,1,70,2.05,15075.0,26,10000530.SH,0.02,2.124,2.0780000000000003,0.1081467439713327,put,-0.0384615384615384,0.151961773781538,1,0.26923076923077494
71,71,2016-06-07,2.15,2582.0,50,10000635.SH,0.05,2.215,2.143,0.1403588176701598,call,0.0059999999999999,0.1583531766451001,1,71,2.15,1891.0,50,10000640.SH,0.06,2.215,2.143,0.1403588176701598,put,-0.02,0.1893249266774058,1,-0.24545454545454576
72,72,2016-06-08,2.15,6053.0,49,10000635.SH,0.05,2.215,2.139,0.1286292843897991,call,0.0061224489795918,0.1666236746003032,1,72,2.15,4128.0,49,10000640.SH,0.07,2.215,2.139,0.1286292843897991,put,-0.0204081632653061,0.2167112207006216,1,-0.2806122448979595
73,73,2016-06-13,2.1,5125.0,44,10000634.SH,0.04,2.215,2.088,0.155110334769168,call,0.0426136363636362,0.1485063750423192,1,73,2.1,6396.0,44,10000639.SH,0.07,2.215,2.088,0.155110334769168,put,-0.0227272727272727,0.2309544587038159,1,0.03099173553718854
74,74,2016-06-14,2.1,8686.0,43,10000634.SH,0.05,2.215,2.101,0.1560564936791539,call,0.0302325581395347,0.1621499906188845,1,74,2.1,7134.0,43,10000639.SH,0.06,2.215,2.101,0.1560564936791539,put,-0.0232558139534883,0.2204273300257325,1,0.031712473572937265
75,75,2016-06-15,2.1,12804.0,42,10000634.SH,0.04,2.215,2.109,0.1562535261397198,call,0.044642857142857,0.1131763355631828,1,75,2.1,8959.0,42,10000639.SH,0.05,2.215,2.109,0.1562535261397198,put,-0.0238095238095238,0.2004187164300382,1,0.1984126984126966
76,76,2016-06-16,2.1,13275.0,41,10000634.SH,0.04,2.215,2.102,0.1565930148248819,call,0.045731707317073,0.1288828072593509,1,76,2.1,9823.0,41,10000639.SH,0.05,2.215,2.102,0.1565930148248819,put,-0.024390243902439,0.1912251218027472,1,0.20325203252032334
77,77,2016-06-17,2.1,17114.0,40,10000634.SH,0.04,2.215,2.109,0.1568805490428457,call,0.0468749999999998,0.1165182471154928,1,77,2.1,12638.0,40,10000639.SH,0.05,2.215,2.109,0.1568805490428457,put,-0.025,0.2049133216313123,1,0.20833333333333143
78,78,2016-06-20,2.1,17495.0,37,10000634.SH,0.04,2.215,2.114,0.1567218771307103,call,0.0506756756756755,0.1106854587034583,1,78,2.1,16327.0,37,10000639.SH,0.04,2.215,2.114,0.1567218771307103,put,-0.027027027027027,0.1828665282266139,1,0.3547297297297274
79,79,2016-06-21,2.1,25372.0,36,10000634.SH,0.04,2.215,2.112,0.1568314687666098,call,0.0520833333333331,0.1171975013077259,1,79,2.1,18422.0,36,10000639.SH,0.04,2.215,2.112,0.1568314687666098,put,-0.0277777777777777,0.1818577797228097,1,0.36458333333333093
80,80,2016-06-22,2.1,22930.0,35,10000634.SH,0.05,2.215,2.124,0.1571290369014585,call,0.037142857142857,0.1295438820440173,1,80,2.1,19815.0,35,10000639.SH,0.04,2.215,2.124,0.1571290369014585,put,-0.0285714285714285,0.2037752311130166,1,0.23809523809523592
81,81,2016-06-23,2.1,19744.0,34,10000634.SH,0.05,2.215,2.116,0.1572397705486429,call,0.0382352941176469,0.1516712608881593,1,81,2.1,18640.0,34,10000639.SH,0.04,2.215,2.116,0.1572397705486429,put,-0.0294117647058823,0.1934190484706759,1,0.24509803921568402
82,82,2016-06-24,2.1,45064.0,33,10000634.SH,0.04,2.215,2.09,0.1633587906906371,call,0.0568181818181816,0.1703063457364141,1,82,2.1,45560.0,33,10000639.SH,0.05,2.215,2.09,0.1633587906906371,put,-0.0303030303030303,0.1877941609556674,1,0.2525252525252502
83,83,2016-06-27,2.1,27217.0,30,10000634.SH,0.04,2.215,2.111,0.1644493102229037,call,0.0624999999999998,0.1328091420614719,1,83,2.1,23982.0,30,10000639.SH,0.04,2.215,2.111,0.1644493102229037,put,-0.0333333333333333,0.1958566388046145,1,0.4374999999999971
84,84,2016-06-28,2.1,27507.0,29,10000634.SH,0.05,2.215,2.117,0.1645020508881977,call,0.0448275862068963,0.1633126978431642,1,84,2.1,23180.0,29,10000639.SH,0.03,2.215,2.117,0.1645020508881977,put,-0.0344827586206896,0.1669941768869757,1,0.45258620689654877
85,85,2016-06-29,2.15,21555.0,28,10000635.SH,0.03,2.215,2.135,0.1664106278441188,call,0.0416666666666666,0.1493144348075091,1,85,2.15,17463.0,28,10000640.SH,0.05,2.215,2.135,0.1664106278441188,put,-0.0357142857142857,0.1868033534409701,1,-0.20089285714285784
86,86,2016-06-30,2.15,23889.0,27,10000635.SH,0.03,2.215,2.136,0.166419771304668,call,0.0432098765432098,0.1503222892420888,1,86,2.15,19988.0,27,10000640.SH,0.04,2.215,2.136,0.166419771304668,put,-0.037037037037037,0.1489014940349757,1,-0.07936507936508032
87,87,2016-07-01,2.15,19042.0,26,10000635.SH,0.03,2.215,2.142,0.1659109571476698,call,0.0448717948717948,0.1409691330605149,1,87,2.15,14834.0,26,10000640.SH,0.04,2.215,2.142,0.1659109571476698,put,-0.0384615384615384,0.1652556294774413,1,-0.0824175824175834
88,88,2016-07-05,2.2,6877.0,50,10000649.SH,0.04,2.28,2.185,0.1293129840536298,call,0.0199999999999998,0.1358532093527614,1,88,2.2,2165.0,50,10000654.SH,0.06,2.28,2.185,0.1293129840536298,put,-0.02,0.172929127609074,1,-0.12000000000000223
89,89,2016-07-06,2.15,3472.0,49,10000648.SH,0.06,2.28,2.184,0.1292417818333741,call,0.0238095238095237,0.1141064655798375,1,89,2.15,2698.0,49,10000653.SH,0.04,2.28,2.184,0.1292417818333741,put,-0.0204081632653061,0.183680965685606,1,0.18367346938775445
90,90,2016-07-07,2.2,4140.0,48,10000649.SH,0.04,2.28,2.189,0.1278286901087354,call,0.0208333333333331,0.1329049266777336,1,90,2.2,2348.0,48,10000654.SH,0.06,2.28,2.189,0.1278286901087354,put,-0.0208333333333333,0.1824064998082518,1,-0.12500000000000233
91,91,2016-07-08,2.15,2285.0,47,10000648.SH,0.06,2.28,2.177,0.1274875670921251,call,0.0248226950354609,0.1331369078392087,1,91,2.15,2385.0,47,10000653.SH,0.04,2.28,2.177,0.1274875670921251,put,-0.0212765957446808,0.1781729032159447,1,0.191489361702127
92,92,2016-07-11,2.2,6550.0,44,10000649.SH,0.04,2.28,2.188,0.1283103809915212,call,0.0227272727272725,0.1412974352797865,1,92,2.2,3705.0,44,10000654.SH,0.06,2.28,2.188,0.1283103809915212,put,-0.0227272727272727,0.1878982306134104,1,-0.1363636363636389
