,Unnamed: 0_atm,交易日期,行权价_atm,成交量(手)_atm,到期剩余天数_atm,期权代码_atm,收盘价_atm,到期ETF收盘价_atm,现期ETF收盘价_atm,monthly_RV_atm,option_type_atm,期权收益率_atm,IV_atm,在值程度_atm,Unnamed: 0_otm,行权价_otm,成交量(手)_otm,到期剩余天数_otm,期权代码_otm,收盘价_otm,到期ETF收盘价_otm,现期ETF收盘价_otm,monthly_RV_otm,option_type_otm,期权收益率_otm,IV_otm,在值程度_otm,Return
10,32,2016-04-01,2.15,30243.0,26,10000579.SH,0.07,2.144,2.165,0.2122708360294263,call,-1.1538461538461535,0.2626702531448304,1,314,2.3,13050.0,26,10000597.SH,0.02,2.144,2.165,0.2122708360294263,call,-1.1538461538461535,0.2772929937315583,1.06,-1.1538461538461537
11,34,2016-04-06,2.15,1257.0,49,10000603.SH,0.09,2.074,2.165,0.1839685439602058,call,-0.6122448979591837,0.2500155973398983,1,319,2.3,1413.0,49,10000613.SH,0.04,2.074,2.165,0.1839685439602058,call,-0.6122448979591837,0.2759054578996003,1.06,-0.6122448979591837
12,36,2016-04-08,2.1,1171.0,47,10000602.SH,0.09,2.074,2.124,0.1898234267456848,call,-0.6382978723404256,0.2448568775185942,1,325,2.25,2256.0,47,10000605.SH,0.03,2.074,2.124,0.1898234267456848,call,-0.6382978723404256,0.2402081943876147,1.06,-0.6382978723404256
13,39,2016-04-13,2.15,3476.0,42,10000603.SH,0.08,2.074,2.168,0.1757955224885094,call,-0.7142857142857143,0.2313374183550179,1,335,2.3,4581.0,42,10000613.SH,0.03,2.074,2.168,0.1757955224885094,call,-0.7142857142857143,0.2556970496345163,1.06,-0.7142857142857143
14,40,2016-04-14,2.2,3191.0,41,10000604.SH,0.06,2.074,2.174,0.1755624323134291,call,-0.7317073170731707,0.2386593684675395,1,337,2.3,2543.0,41,10000613.SH,0.03,2.074,2.174,0.1755624323134291,call,-0.7317073170731707,0.2521597541543245,1.06,-0.7317073170731707
15,41,2016-04-15,2.2,4049.0,40,10000604.SH,0.06,2.074,2.178,0.1729909033239922,call,-0.75,0.2352356197788715,1,339,2.3,3886.0,40,10000613.SH,0.03,2.074,2.178,0.1729909033239922,call,-0.75,0.2508417173034251,1.06,-0.75
16,43,2016-04-19,2.15,4855.0,36,10000603.SH,0.07,2.074,2.161,0.1688152104000855,call,-0.8333333333333334,0.2288767014304697,1,345,2.3,3869.0,36,10000613.SH,0.02,2.074,2.161,0.1688152104000855,call,-0.8333333333333334,0.238611863589406,1.06,-0.8333333333333334
17,56,2016-05-09,2.05,2335.0,44,10000529.SH,0.07,2.124,2.071,0.1334306949169264,call,0.0389610389610416,0.1952313863935471,1,411,2.2,6851.0,44,10000449.SH,0.02,2.124,2.071,0.1334306949169264,call,-0.6818181818181818,0.2146555767394304,1.06,0.32727272727273116
18,57,2016-05-10,2.05,2402.0,43,10000529.SH,0.06,2.124,2.07,0.1286202117282052,call,0.162790697674422,0.1636358740655482,1,423,2.2,6787.0,43,10000449.SH,0.012,2.124,2.07,0.1286202117282052,call,-0.6976744186046512,0.1787316368767022,1.06,0.37790697674419027
19,58,2016-05-11,2.05,2533.0,42,10000529.SH,0.06,2.124,2.077,0.1280584932120271,call,0.1666666666666702,0.1498654794729352,1,435,2.2,3029.0,42,10000449.SH,0.0103,2.124,2.077,0.1280584932120271,call,-0.7142857142857143,0.1648338672218918,1.06,0.3492382868640457
20,59,2016-05-12,2.05,4875.0,41,10000529.SH,0.06,2.124,2.083,0.1235453892961177,call,0.1707317073170768,0.1369714515342712,1,447,2.2,5842.0,41,10000449.SH,0.01,2.124,2.083,0.1235453892961177,call,-0.7317073170731707,0.1594671868989468,1.06,0.3512195121951263
21,60,2016-05-13,2.05,2356.0,40,10000529.SH,0.05,2.124,2.079,0.1235543441382964,call,0.3600000000000043,0.109605959521681,1,459,2.2,2283.0,40,10000449.SH,0.009,2.124,2.079,0.1235543441382964,call,-0.75,0.1596033238395452,1.06,0.603658536585371
22,61,2016-05-16,2.05,4669.0,37,10000529.SH,0.05,2.124,2.081,0.1144600816725471,call,0.3891891891891939,0.1091838992430567,1,471,2.2,3043.0,37,10000449.SH,0.0081,2.124,2.081,0.1144600816725471,call,-0.8108108108108109,0.1586711076613664,1.06,0.6211700961104357
23,62,2016-05-17,2.05,3712.0,36,10000529.SH,0.05,2.124,2.077,0.1132803719792121,call,0.4000000000000048,0.1226861326729059,1,483,2.2,4324.0,36,10000449.SH,0.0072,2.124,2.077,0.1132803719792121,call,-0.8333333333333334,0.1588555243400931,1.06,0.6074766355140242
24,63,2016-05-18,2.05,10135.0,35,10000529.SH,0.04,2.124,2.0780000000000003,0.1128100391320136,call,0.7285714285714346,0.0768740256046056,1,495,2.2,4478.0,35,10000449.SH,0.0069,2.124,2.0780000000000003,0.1128100391320136,call,-0.8571428571428571,0.1581456333757639,1.06,1.0591281829952597
25,64,2016-05-19,2.05,6753.0,34,10000529.SH,0.04,2.124,2.072,0.1083347721159044,call,0.7500000000000063,0.0980238887631892,1,507,2.2,2950.0,34,10000449.SH,0.006,2.124,2.072,0.1083347721159044,call,-0.8823529411764706,0.1596647165929675,1.06,1.0380622837370315
26,65,2016-05-20,2.05,6529.0,33,10000529.SH,0.05,2.124,2.083,0.1096861199940402,call,0.4363636363636415,0.1107533483599126,1,519,2.2,1965.0,33,10000449.SH,0.006,2.124,2.083,0.1096861199940402,call,-0.9090909090909092,0.1514780227264165,1.06,0.6198347107438074
27,66,2016-05-23,2.05,11051.0,30,10000529.SH,0.05,2.124,2.084,0.1087887918927282,call,0.4800000000000057,0.1139811170745492,1,531,2.2,4520.0,30,10000449.SH,0.0052,2.124,2.084,0.1087887918927282,call,-1.0,0.1517073812848329,1.06,0.6517857142857204
28,67,2016-05-24,2.05,12605.0,29,10000529.SH,0.04,2.124,2.069,0.1105511203327518,call,0.8793103448275937,0.1171867128724157,1,543,2.2,4338.0,29,10000449.SH,0.0038,2.124,2.069,0.1105511203327518,call,-1.0344827586206895,0.1560392062826156,1.06,1.080205753476861
29,68,2016-05-25,2.05,16816.0,28,10000529.SH,0.04,2.124,2.074,0.1092715598572987,call,0.9107142857142934,0.103951329303801,1,555,2.2,2902.0,28,10000449.SH,0.0041,2.124,2.074,0.1092715598572987,call,-1.0714285714285714,0.1571334278042913,1.06,1.137087146836459
30,69,2016-05-26,2.05,25224.0,27,10000529.SH,0.04,2.124,2.074,0.1087584622615028,call,0.9444444444444524,0.1062935522537827,1,567,2.2,10145.0,27,10000449.SH,0.003,2.124,2.074,0.1087584622615028,call,-1.1111111111111112,0.1480552873162031,1.06,1.11111111111112
31,70,2016-05-27,2.05,16306.0,26,10000529.SH,0.04,2.124,2.0780000000000003,0.1081467439713327,call,0.9807692307692388,0.0939532511882186,1,579,2.2,4936.0,26,10000449.SH,0.0026,2.124,2.0780000000000003,0.1081467439713327,call,-1.1538461538461535,0.1421754112583399,1.06,1.129164952694373
32,78,2016-06-20,2.1,17495.0,37,10000634.SH,0.04,2.215,2.114,0.1567218771307103,call,1.5202702702702655,0.1106854587034583,1,612,2.25,5080.0,37,10000643.SH,0.0062,2.215,2.114,0.1567218771307103,call,-0.8108108108108109,0.1577236327017545,1.06,1.947865024788096
33,80,2016-06-22,2.1,22930.0,35,10000634.SH,0.05,2.215,2.124,0.1571290369014585,call,1.1142857142857103,0.1295438820440173,1,618,2.25,3786.0,35,10000643.SH,0.0077,2.215,2.124,0.1571290369014585,call,-0.8571428571428571,0.1637153270173073,1.06,1.4731509625126598
34,81,2016-06-23,2.1,19744.0,34,10000634.SH,0.05,2.215,2.116,0.1572397705486429,call,1.1470588235294077,0.1516712608881593,1,621,2.25,10666.0,34,10000643.SH,0.0073,2.215,2.116,0.1572397705486429,call,-0.8823529411764706,0.171178778485775,1.06,1.4940074390411855
35,84,2016-06-28,2.1,27507.0,29,10000634.SH,0.05,2.215,2.117,0.1645020508881977,call,1.344827586206892,0.1633126978431642,1,630,2.25,7531.0,29,10000643.SH,0.0052,2.215,2.117,0.1645020508881977,call,-1.0344827586206895,0.1675970179628134,1.06,1.6209975369458072
36,91,2016-07-08,2.15,2285.0,47,10000648.SH,0.06,2.28,2.177,0.1274875670921251,call,0.7446808510638289,0.1331369078392087,1,646,2.3,2298.0,47,10000659.SH,0.0131,2.28,2.177,0.1274875670921251,call,-0.6382978723404256,0.161631132445544,1.06,1.1309712834006247
37,98,2016-07-19,2.2,10638.0,36,10000649.SH,0.05,2.28,2.216,0.1139067645690578,call,0.4999999999999938,0.1396625402956903,1,660,2.35,9199.0,36,10000665.SH,0.0125,2.28,2.216,0.1139067645690578,call,-0.8333333333333334,0.1897317877792119,1.06,0.944444444444436
38,99,2016-07-20,2.2,6787.0,35,10000649.SH,0.05,2.28,2.209,0.1153670135879003,call,0.5142857142857079,0.1570061123467087,1,663,2.35,5538.0,35,10000665.SH,0.0099,2.28,2.209,0.1153670135879003,call,-0.8571428571428571,0.1842013139743208,1.06,0.852867830423932
39,100,2016-07-21,2.2,11475.0,34,10000649.SH,0.05,2.28,2.22,0.1152918683797008,call,0.5294117647058758,0.1350629117628335,1,666,2.35,6109.0,34,10000665.SH,0.0111,2.28,2.22,0.1152918683797008,call,-0.8823529411764706,0.1834783099946975,1.06,0.9322546499319435
40,103,2016-07-26,2.2,30134.0,29,10000649.SH,0.05,2.28,2.227,0.1126939680565347,call,0.6206896551724062,0.1291906650956869,1,675,2.35,7945.0,29,10000665.SH,0.0085,2.28,2.227,0.1126939680565347,call,-1.0344827586206895,0.1750866954618692,1.06,0.9597008724553292
41,104,2016-07-27,2.2,63139.0,28,10000649.SH,0.04,2.28,2.215,0.1130845652833726,call,1.0714285714285614,0.1214524363521933,1,678,2.35,14392.0,28,10000665.SH,0.005,2.28,2.215,0.1130845652833726,call,-1.0714285714285714,0.1631903295686245,1.06,1.3775510204081516
42,105,2016-07-28,2.2,37286.0,27,10000649.SH,0.04,2.28,2.211,0.1138534649929498,call,1.1111111111111007,0.1341870815504193,1,681,2.35,16413.0,27,10000665.SH,0.0045,2.28,2.211,0.1138534649929498,call,-1.1111111111111112,0.1654541128453016,1.06,1.3928012519561699
43,107,2016-08-09,2.2,7071.0,50,10000591.SH,0.05,2.219,2.221,0.103704666987394,call,-0.3720000000000037,0.1050228414671718,1,687,2.35,2550.0,50,10000667.SH,0.0079,2.219,2.221,0.103704666987394,call,-0.6,0.132616142318189,1.06,-0.32921615201900684
44,108,2016-08-10,2.2,4837.0,49,10000591.SH,0.05,2.219,2.216,0.1031551198855791,call,-0.3795918367346977,0.1163589239796698,1,690,2.35,4522.0,49,10000667.SH,0.0075,2.219,2.216,0.1031551198855791,call,-0.6122448979591837,0.1357403778166174,1.06,-0.33853541416567084
45,109,2016-08-11,2.2,11486.0,48,10000591.SH,0.05,2.219,2.2230000000000003,0.0765775972333862,call,-0.3875000000000039,0.1035104339668452,1,693,2.35,14105.0,48,10000667.SH,0.007,2.219,2.2230000000000003,0.0765775972333862,call,-0.625,0.1289872941493987,1.06,-0.3488372093023302
46,112,2016-08-16,2.3,19627.0,43,10000599.SH,0.06,2.219,2.306,0.1492032603912041,call,-0.6976744186046512,0.1703872888035476,1,698,2.45,20930.0,43,10000688.SH,0.0107,2.219,2.306,0.1492032603912041,call,-0.6976744186046512,0.164760553545475,1.06,-0.6976744186046512
47,115,2016-08-19,2.3,15575.0,40,10000599.SH,0.05,2.219,2.301,0.1477576911669082,call,-0.75,0.1533001954107583,1,707,2.45,9854.0,40,10000688.SH,0.0119,2.219,2.301,0.1477576911669082,call,-0.75,0.1819245368915796,1.06,-0.75
48,119,2016-08-25,2.3,44224.0,34,10000599.SH,0.03,2.219,2.269,0.1434986130366448,call,-0.8823529411764706,0.1502332995519339,1,718,2.4,21882.0,34,10000687.SH,0.0107,2.219,2.269,0.1434986130366448,call,-0.8823529411764706,0.1781239082224368,1.06,-0.8823529411764706
49,120,2016-08-26,2.25,27051.0,33,10000595.SH,0.05,2.219,2.267,0.1419421551390014,call,-0.9090909090909092,0.1410664673967659,1,722,2.4,12392.0,33,10000687.SH,0.0099,2.219,2.267,0.1419421551390014,call,-0.9090909090909092,0.1781163980409502,1.06,-0.9090909090909091
50,121,2016-08-29,2.25,27102.0,30,10000595.SH,0.05,2.219,2.265,0.141752739000789,call,-1.0,0.1536136560809016,1,726,2.4,12400.0,30,10000687.SH,0.0093,2.219,2.265,0.141752739000789,call,-1.0,0.1853683723354935,1.06,-1.0
51,124,2016-09-01,2.25,24250.0,27,10000595.SH,0.05,2.219,2.268,0.1421899489201913,call,-1.1111111111111112,0.1555275602676868,1,737,2.4,8454.0,27,10000687.SH,0.0104,2.219,2.268,0.1421899489201913,call,-1.1111111111111112,0.200058287323296,1.06,-1.1111111111111112
52,136,2016-09-22,2.25,24452.0,34,10000700.SH,0.04,2.311,2.255,0.0768104610911633,call,0.4632352941176458,0.1272492235767841,1,771,2.4,5951.0,34,10000703.SH,0.0051,2.311,2.255,0.0768104610911633,call,-0.8823529411764706,0.1533062154768705,1.06,0.6598685319399951
53,138,2016-09-26,2.2,14499.0,30,10000699.SH,0.04,2.311,2.222,0.0836348560588373,call,1.774999999999994,0.0979344222361147,1,777,2.35,9103.0,30,10000702.SH,0.0051,2.311,2.222,0.0836348560588373,call,-1.0,0.1518346967424154,1.06,2.180515759312314
54,140,2016-09-28,2.2,17474.0,28,10000699.SH,0.04,2.311,2.219,0.0840858576749008,call,1.901785714285708,0.1107871441766023,1,784,2.35,4710.0,28,10000702.SH,0.0043,2.311,2.219,0.0840858576749008,call,-1.0714285714285714,0.1530694659461975,1.06,2.2599039615846266
55,159,2016-11-09,2.3,18398.0,49,10000661.SH,0.06,2.278,2.32,0.0957991037150565,call,-0.6122448979591837,0.1339289935675859,1,826,2.45,18174.0,49,10000692.SH,0.0129,2.278,2.32,0.0957991037150565,call,-0.6122448979591837,0.1526454387152791,1.06,-0.6122448979591837
56,179,2016-12-02,2.4,35025.0,26,10000692.SH,0.05,2.278,2.416,0.1103863490734521,call,-1.1538461538461535,0.1531114275951385,1,866,2.55,25177.0,26,10000807.SH,0.008,2.278,2.416,0.1103863490734521,call,-1.1538461538461535,0.1775977186814546,1.06,-1.1538461538461537
57,180,2016-12-02,2.4,50338.0,26,10000769.SH,0.05,2.278,2.416,0.1103863490734521,call,-1.1538461538461535,0.1531114275951385,1,866,2.55,25177.0,26,10000807.SH,0.008,2.278,2.416,0.1103863490734521,call,-1.1538461538461535,0.1775977186814546,1.06,-1.1538461538461537
58,181,2016-12-06,2.35,855.0,50,10000751.SH,0.06,2.357,2.3680000000000003,0.1276958841302478,call,-0.5299999999999988,0.1327929296061992,1,871,2.5,1004.0,50,10000761.SH,0.02,2.357,2.3680000000000003,0.1276958841302478,call,-0.6,0.1776892713700532,1.06,-0.4949999999999982
59,181,2016-12-06,2.35,855.0,50,10000751.SH,0.06,2.357,2.3680000000000003,0.1276958841302478,call,-0.5299999999999988,0.1327929296061992,1,872,2.5,4390.0,50,10000781.SH,0.02,2.357,2.3680000000000003,0.1276958841302478,call,-0.6,0.1776892713700532,1.06,-0.4949999999999982
60,182,2016-12-06,2.35,3986.0,50,10000778.SH,0.06,2.357,2.3680000000000003,0.1276958841302478,call,-0.5299999999999988,0.1327929296061992,1,871,2.5,1004.0,50,10000761.SH,0.02,2.357,2.3680000000000003,0.1276958841302478,call,-0.6,0.1776892713700532,1.06,-0.4949999999999982
61,182,2016-12-06,2.35,3986.0,50,10000778.SH,0.06,2.357,2.3680000000000003,0.1276958841302478,call,-0.5299999999999988,0.1327929296061992,1,872,2.5,4390.0,50,10000781.SH,0.02,2.357,2.3680000000000003,0.1276958841302478,call,-0.6,0.1776892713700532,1.06,-0.4949999999999982
62,187,2016-12-09,2.4,3030.0,47,10000752.SH,0.05,2.357,2.4130000000000003,0.1290845775446553,call,-0.6382978723404256,0.113709200821042,1,892,2.55,12028.0,47,10000809.SH,0.0107,2.357,2.4130000000000003,0.1290845775446553,call,-0.6382978723404256,0.1452288364741802,1.06,-0.6382978723404256
63,188,2016-12-09,2.4,14668.0,47,10000779.SH,0.05,2.357,2.4130000000000003,0.1290845775446553,call,-0.6382978723404256,0.113709200821042,1,892,2.55,12028.0,47,10000809.SH,0.0107,2.357,2.4130000000000003,0.1290845775446553,call,-0.6382978723404256,0.1452288364741802,1.06,-0.6382978723404256
64,193,2016-12-14,2.35,1131.0,42,10000751.SH,0.06,2.357,2.36,0.1360329124156392,call,-0.6309523809523796,0.1617433679355383,1,907,2.5,1404.0,42,10000761.SH,0.0136,2.357,2.36,0.1360329124156392,call,-0.7142857142857143,0.1741454193822145,1.06,-0.6065270935960573
65,193,2016-12-14,2.35,1131.0,42,10000751.SH,0.06,2.357,2.36,0.1360329124156392,call,-0.6309523809523796,0.1617433679355383,1,908,2.5,4607.0,42,10000781.SH,0.0127,2.357,2.36,0.1360329124156392,call,-0.7142857142857143,0.1698703379778862,1.06,-0.6085774690425835
66,194,2016-12-14,2.35,5716.0,42,10000778.SH,0.06,2.357,2.36,0.1360329124156392,call,-0.6309523809523796,0.1617433679355383,1,907,2.5,1404.0,42,10000761.SH,0.0136,2.357,2.36,0.1360329124156392,call,-0.7142857142857143,0.1741454193822145,1.06,-0.6065270935960573
67,194,2016-12-14,2.35,5716.0,42,10000778.SH,0.06,2.357,2.36,0.1360329124156392,call,-0.6309523809523796,0.1617433679355383,1,908,2.5,4607.0,42,10000781.SH,0.0127,2.357,2.36,0.1360329124156392,call,-0.7142857142857143,0.1698703379778862,1.06,-0.6085774690425835
68,195,2016-12-15,2.3,4356.0,41,10000750.SH,0.06,2.357,2.3080000000000003,0.1563886463012509,call,-0.0365853658536538,0.1713951432381272,1,914,2.45,4263.0,41,10000753.SH,0.02,2.357,2.3080000000000003,0.1563886463012509,call,-0.7317073170731707,0.2113832833774089,1.06,0.3109756097561047
69,195,2016-12-15,2.3,4356.0,41,10000750.SH,0.06,2.357,2.3080000000000003,0.1563886463012509,call,-0.0365853658536538,0.1713951432381272,1,915,2.45,12527.0,41,10000780.SH,0.02,2.357,2.3080000000000003,0.1563886463012509,call,-0.7317073170731707,0.2113832833774089,1.06,0.3109756097561047
70,196,2016-12-15,2.3,11738.0,41,10000777.SH,0.06,2.357,2.3080000000000003,0.1563886463012509,call,-0.0365853658536538,0.1713951432381272,1,914,2.45,4263.0,41,10000753.SH,0.02,2.357,2.3080000000000003,0.1563886463012509,call,-0.7317073170731707,0.2113832833774089,1.06,0.3109756097561047
71,196,2016-12-15,2.3,11738.0,41,10000777.SH,0.06,2.357,2.3080000000000003,0.1563886463012509,call,-0.0365853658536538,0.1713951432381272,1,915,2.45,12527.0,41,10000780.SH,0.02,2.357,2.3080000000000003,0.1563886463012509,call,-0.7317073170731707,0.2113832833774089,1.06,0.3109756097561047
72,197,2016-12-16,2.3,2214.0,40,10000750.SH,0.05,2.357,2.301,0.1565595833064847,call,0.1050000000000057,0.1533001954107583,1,923,2.45,3166.0,40,10000753.SH,0.0117,2.357,2.301,0.1565595833064847,call,-0.75,0.1808683431142568,1.06,0.36618798955614335
73,197,2016-12-16,2.3,2214.0,40,10000750.SH,0.05,2.357,2.301,0.1565595833064847,call,0.1050000000000057,0.1533001954107583,1,924,2.45,9956.0,40,10000780.SH,0.0109,2.357,2.301,0.1565595833064847,call,-0.75,0.176578718183875,1.06,0.3433503836317209
74,198,2016-12-16,2.3,12606.0,40,10000777.SH,0.05,2.357,2.301,0.1565595833064847,call,0.1050000000000057,0.1533001954107583,1,923,2.45,3166.0,40,10000753.SH,0.0117,2.357,2.301,0.1565595833064847,call,-0.75,0.1808683431142568,1.06,0.36618798955614335
75,198,2016-12-16,2.3,12606.0,40,10000777.SH,0.05,2.357,2.301,0.1565595833064847,call,0.1050000000000057,0.1533001954107583,1,924,2.45,9956.0,40,10000780.SH,0.0109,2.357,2.301,0.1565595833064847,call,-0.75,0.176578718183875,1.06,0.3433503836317209
76,221,2017-01-05,2.3,5183.0,48,10000833.SH,0.06,2.396,2.322,0.1236617798583406,call,0.3750000000000009,0.1318175596867799,1,1028,2.45,3249.0,48,10000841.SH,0.0117,2.396,2.322,0.1236617798583406,call,-0.625,0.1473190511120557,1.06,0.6172360248447217
77,222,2017-01-06,2.3,3954.0,47,10000833.SH,0.05,2.396,2.314,0.1238910518884547,call,0.5872340425531926,0.117343234591335,1,1031,2.45,2350.0,47,10000841.SH,0.0091,2.396,2.314,0.1238910518884547,call,-0.6382978723404256,0.1427821862387657,1.06,0.8599074025906479
78,223,2017-01-09,2.3,6626.0,44,10000833.SH,0.06,2.396,2.319,0.1236124594557529,call,0.40909090909091,0.1446200349368452,1,1034,2.45,3407.0,44,10000841.SH,0.0083,2.396,2.319,0.1236124594557529,call,-0.6818181818181818,0.1396349433589577,1.06,0.5842271848074567
79,224,2017-01-10,2.3,7817.0,43,10000833.SH,0.05,2.396,2.313,0.1231799823574621,call,0.6418604651162803,0.1256644560738801,1,1037,2.45,2897.0,43,10000841.SH,0.0065,2.396,2.313,0.1231799823574621,call,-0.6976744186046512,0.1356402420634627,1.06,0.8420208500400975
80,225,2017-01-11,2.3,6778.0,42,10000833.SH,0.04,2.396,2.303,0.1112674378033126,call,1.0000000000000016,0.1133634940541983,1,1040,2.45,1432.0,42,10000841.SH,0.005,2.396,2.303,0.1112674378033126,call,-0.7142857142857143,0.1348699120195507,1.06,1.244897959183675
81,227,2017-01-13,2.3,18829.0,40,10000833.SH,0.04,2.396,2.31,0.1084219272750081,call,1.0500000000000016,0.1034836118901074,1,1046,2.45,2305.0,40,10000841.SH,0.004,2.396,2.31,0.1084219272750081,call,-0.75,0.125578387009859,1.06,1.2500000000000016
82,243,2017-02-08,2.35,9487.0,42,10000695.SH,0.04,2.336,2.3480000000000003,0.0875465248125442,call,-0.7142857142857143,0.1192083822030723,1,1091,2.5,1185.0,42,10000763.SH,0.0046,2.336,2.3480000000000003,0.0875465248125442,call,-0.7142857142857143,0.1326558389917611,1.06,-0.7142857142857143
83,243,2017-02-08,2.35,9487.0,42,10000695.SH,0.04,2.336,2.3480000000000003,0.0875465248125442,call,-0.7142857142857143,0.1192083822030723,1,1092,2.5,7126.0,42,10000791.SH,0.0042,2.336,2.3480000000000003,0.0875465248125442,call,-0.7142857142857143,0.1296148115358352,1.06,-0.7142857142857143
84,244,2017-02-08,2.35,28261.0,42,10000788.SH,0.04,2.336,2.3480000000000003,0.0875465248125442,call,-0.7142857142857143,0.1192083822030723,1,1091,2.5,1185.0,42,10000763.SH,0.0046,2.336,2.3480000000000003,0.0875465248125442,call,-0.7142857142857143,0.1326558389917611,1.06,-0.7142857142857143
85,244,2017-02-08,2.35,28261.0,42,10000788.SH,0.04,2.336,2.3480000000000003,0.0875465248125442,call,-0.7142857142857143,0.1192083822030723,1,1092,2.5,7126.0,42,10000791.SH,0.0042,2.336,2.3480000000000003,0.0875465248125442,call,-0.7142857142857143,0.1296148115358352,1.06,-0.7142857142857143
86,245,2017-02-09,2.35,5267.0,41,10000695.SH,0.04,2.336,2.354,0.0835995176163915,call,-0.7317073170731707,0.1105559974797368,1,1098,2.5,1008.0,41,10000763.SH,0.0048,2.336,2.354,0.0835995176163915,call,-0.7317073170731707,0.1315411134825349,1.06,-0.7317073170731707
87,245,2017-02-09,2.35,5267.0,41,10000695.SH,0.04,2.336,2.354,0.0835995176163915,call,-0.7317073170731707,0.1105559974797368,1,1099,2.5,6352.0,41,10000791.SH,0.0043,2.336,2.354,0.0835995176163915,call,-0.7317073170731707,0.1278282228066324,1.06,-0.7317073170731707
88,246,2017-02-09,2.35,27620.0,41,10000788.SH,0.04,2.336,2.354,0.0835995176163915,call,-0.7317073170731707,0.1105559974797368,1,1098,2.5,1008.0,41,10000763.SH,0.0048,2.336,2.354,0.0835995176163915,call,-0.7317073170731707,0.1315411134825349,1.06,-0.7317073170731707
89,246,2017-02-09,2.35,27620.0,41,10000788.SH,0.04,2.336,2.354,0.0835995176163915,call,-0.7317073170731707,0.1105559974797368,1,1099,2.5,6352.0,41,10000791.SH,0.0043,2.336,2.354,0.0835995176163915,call,-0.7317073170731707,0.1278282228066324,1.06,-0.7317073170731707
