,Unnamed: 0_call,交易日期_x,行权价_call,成交量(手)_call,到期剩余天数_call,期权代码_call,收盘价_call,到期ETF收盘价_call,现期ETF收盘价_call,monthly_RV_call,option_type_call,期权收益率_call,IV_call,在值程度_call,Unnamed: 0_put,行权价_put,成交量(手)_put,到期剩余天数_put,期权代码_put,收盘价_put,到期ETF收盘价_put,现期ETF收盘价_put,monthly_RV_put,option_type_put,期权收益率_put,IV_put,在值程度_put,Return,交易日期_y,CV_22,intensity_22,size_22,sizevol_22
80,2636,2018-06-25,2.7,35783.0,30,10001340.SH,0.02,2.609,2.548,0.0,call,-1.0,0.2347661738313436,1.06,2954,2.4,18273.0,30,10001356.SH,0.0128,2.609,2.548,0.0,put,-1.0,0.2159098962569237,0.94,-1.0,2018-07-10,0.0007350456924153,2,0.1091984206425279,2.557839089541662
81,2668,2018-06-29,2.65,44520.0,26,10001339.SH,0.0122,2.609,2.495,0.0,call,-1.0,0.2175613017193675,1.06,2968,2.35,44904.0,26,10001366.SH,0.0122,2.609,2.495,0.0,put,-1.0,0.2292355808172225,0.94,-1.0,2018-07-10,0.0007350456924153,2,0.1091984206425279,2.557839089541662
82,2700,2018-07-09,2.65,5652.0,44,10001393.SH,0.02,2.499,2.496,0.0,call,-1.0,0.1975876760326624,1.06,2989,2.35,8011.0,44,10001396.SH,0.03,2.499,2.496,0.0,put,-1.0,0.2552007816102504,0.94,-1.0,2018-08-09,0.0006865537748507,5,0.1343022696545915,3.903352858449296
83,2704,2018-07-10,2.65,5959.0,43,10001393.SH,0.02,2.499,2.4930000000000003,0.0,call,-1.0,0.2025625156167745,1.06,2995,2.35,6744.0,43,10001396.SH,0.03,2.499,2.4930000000000003,0.0,put,-1.0,0.2553719064598381,0.94,-1.0,2018-08-09,0.0006865537748507,5,0.1343022696545915,3.903352858449296
84,2708,2018-07-11,2.6,6218.0,42,10001392.SH,0.03,2.499,2.454,0.0,call,-1.0,0.2382331954704821,1.06,3000,2.3,5326.0,42,10001395.SH,0.03,2.499,2.454,0.0,put,-1.0,0.2734709670056403,0.94,-1.0,2018-08-09,0.0006865537748507,5,0.1343022696545915,3.903352858449296
85,2713,2018-07-12,2.65,10322.0,41,10001393.SH,0.03,2.499,2.505,0.0,call,-1.0,0.2355055094754696,1.06,3006,2.35,8439.0,41,10001396.SH,0.03,2.499,2.505,0.0,put,-1.0,0.2719371018439234,0.94,-1.0,2018-08-09,0.0006865537748507,5,0.1343022696545915,3.903352858449296
86,2717,2018-07-13,2.65,3701.0,40,10001393.SH,0.03,2.499,2.509,0.0,call,-1.0,0.2346985821979642,1.06,3012,2.35,2950.0,40,10001396.SH,0.02,2.499,2.509,0.0,put,-1.0,0.2356660247035921,0.94,-1.0,2018-08-09,0.0006865537748507,5,0.1343022696545915,3.903352858449296
87,2721,2018-07-16,2.65,7065.0,37,10001393.SH,0.02,2.499,2.49,0.0,call,-1.0,0.2219569036551713,1.06,3018,2.35,8983.0,37,10001396.SH,0.03,2.499,2.49,0.0,put,-1.0,0.2714962065069675,0.94,-1.0,2018-08-09,0.0006865537748507,5,0.1343022696545915,3.903352858449296
88,2738,2018-07-20,2.7,38020.0,33,10001403.SH,0.0126,2.499,2.54,0.0,call,-1.0,0.1948657716853022,1.06,3042,2.4,52182.0,33,10001397.SH,0.02,2.499,2.54,0.0,put,-1.0,0.2360074399381578,0.94,-1.0,2018-08-09,0.0006865537748507,5,0.1343022696545915,3.903352858449296
89,2786,2018-08-08,2.65,4848.0,49,10001242.SH,0.04,2.638,2.494,0.0,call,-1.0,0.2570129407192768,1.06,3094,2.35,5308.0,49,10001368.SH,0.03,2.638,2.494,0.0,put,-1.0,0.2408710573107302,0.94,-1.0,2018-09-10,0.0006836549510873,6,0.1578245310177797,5.47590909110492
90,2803,2018-08-09,2.7,8500.0,48,10001243.SH,0.04,2.638,2.551,0.0,call,-1.0,0.2483240183669626,1.06,3100,2.4,9579.0,48,10001358.SH,0.03,2.638,2.551,0.0,put,-1.0,0.2441034751853347,0.94,-1.0,2018-09-10,0.0006836549510873,6,0.1578245310177797,5.47590909110492
91,2818,2018-08-10,2.7,5383.0,47,10001243.SH,0.04,2.638,2.551,0.0,call,-1.0,0.2510934275924564,1.06,3107,2.4,5301.0,47,10001358.SH,0.03,2.638,2.551,0.0,put,-1.0,0.246548277677685,0.94,-1.0,2018-09-10,0.0006836549510873,6,0.1578245310177797,5.47590909110492
92,2862,2018-08-15,2.6,22872.0,42,10001241.SH,0.03,2.638,2.454,0.0,call,0.0056441729011809,0.2382331954704821,1.06,3127,2.3,24490.0,42,10001376.SH,0.03,2.638,2.454,0.0,put,-1.0,0.2734709670056403,0.94,-0.2783795723325742,2018-09-10,0.0006836549510873,6,0.1578245310177797,5.47590909110492
93,2879,2018-08-16,2.6,31182.0,41,10001241.SH,0.03,2.638,2.4530000000000003,0.0,call,0.0057822328981282,0.2422402349212765,1.06,3132,2.3,31621.0,41,10001376.SH,0.02,2.638,2.4530000000000003,0.0,put,-1.0,0.2326668992919922,0.94,-0.18193006266899,2018-09-10,0.0006836549510873,6,0.1578245310177797,5.47590909110492
94,2913,2018-08-20,2.6,44342.0,37,10001241.SH,0.03,2.638,2.458,0.0,call,0.006409338358063,0.2504697249013782,1.06,3142,2.3,43612.0,37,10001376.SH,0.02,2.638,2.458,0.0,put,-1.0,0.248763542797774,0.94,-0.1994980906726937,2018-09-10,0.0006836549510873,6,0.1578245310177797,5.47590909110492
95,2931,2018-08-21,2.65,41244.0,36,10001242.SH,0.02,2.638,2.496,0.0,call,-1.0,0.2195768317746818,1.06,3147,2.35,38420.0,36,10001368.SH,0.02,2.638,2.496,0.0,put,-1.0,0.2363594647941887,0.94,-1.0,2018-09-10,0.0006836549510873,6,0.1578245310177797,5.47590909110492
96,2947,2018-08-22,2.65,34007.0,35,10001242.SH,0.02,2.638,2.499,0.0,call,-1.0,0.2199950773579478,1.06,3153,2.35,35105.0,35,10001368.SH,0.02,2.638,2.499,0.0,put,-1.0,0.2422715869487523,0.94,-1.0,2018-09-10,0.0006836549510873,6,0.1578245310177797,5.47590909110492
97,2963,2018-08-23,2.65,73376.0,34,10001242.SH,0.02,2.638,2.509,0.0,call,-1.0,0.2136961808568239,1.06,3159,2.35,63514.0,34,10001368.SH,0.02,2.638,2.509,0.0,put,-1.0,0.254721560505867,0.94,-1.0,2018-09-10,0.0006836549510873,6,0.1578245310177797,5.47590909110492
98,3026,2018-08-29,2.7,26114.0,28,10001243.SH,0.0141,2.638,2.553,0.0,call,-1.0,0.2081783432303071,1.06,3185,2.4,30745.0,28,10001358.SH,0.02,2.638,2.553,0.0,put,-1.0,0.2682829217137694,0.94,-1.0,2018-09-10,0.0006836549510873,6,0.1578245310177797,5.47590909110492
99,3060,2018-09-04,2.7,5863.0,50,10001451.SH,0.03,2.525,2.55,0.0,call,-1.0,0.2121537326305509,1.06,3205,2.4,4501.0,50,10001454.SH,0.03,2.525,2.55,0.0,put,-1.0,0.2386507257983684,0.94,-1.0,2018-10-18,0.0006445749563185,3,0.1394703594141905,4.337915533414168
100,3074,2018-09-07,2.65,11433.0,47,10001450.SH,0.03,2.525,2.491,0.0,call,-1.0,0.2315952083147764,1.06,3217,2.35,16238.0,47,10001453.SH,0.03,2.525,2.491,0.0,put,-1.0,0.2431376420043111,0.94,-1.0,2018-10-18,0.0006445749563185,3,0.1394703594141905,4.337915533414168
101,3084,2018-09-11,2.6,10749.0,43,10001449.SH,0.03,2.525,2.449,0.0,call,-1.0,0.240059123245567,1.06,3226,2.3,11745.0,43,10001452.SH,0.02,2.525,2.449,0.0,put,-1.0,0.2241589365507364,0.94,-1.0,2018-10-18,0.0006445749563185,3,0.1394703594141905,4.337915533414168
102,3106,2018-09-17,2.6,20235.0,37,10001449.SH,0.02,2.525,2.452,0.0,call,-1.0,0.2151995284556746,1.06,3244,2.3,15906.0,37,10001452.SH,0.0133,2.525,2.452,0.0,put,-1.0,0.2094185364540517,0.94,-1.0,2018-10-18,0.0006445749563185,3,0.1394703594141905,4.337915533414168
103,3121,2018-09-20,2.7,19140.0,34,10001451.SH,0.0098,2.525,2.541,0.0,call,-1.0,0.175786334432423,1.06,3261,2.4,25837.0,34,10001454.SH,0.0121,2.525,2.541,0.0,put,-1.0,0.1937064619240761,0.94,-1.0,2018-10-18,0.0006445749563185,3,0.1394703594141905,4.337915533414168
104,3127,2018-09-25,2.75,55238.0,29,10001461.SH,0.0142,2.525,2.6,0.0,call,-1.0,0.2038320343110859,1.06,3276,2.45,54464.0,29,10001455.SH,0.0115,2.525,2.6,0.0,put,-1.0,0.2092302454753518,0.94,-1.0,2018-10-18,0.0006445749563185,3,0.1394703594141905,4.337915533414168
105,3144,2018-10-09,2.7,5228.0,50,10001476.SH,0.04,2.466,2.545,0.0,call,-1.0,0.2484108622909784,1.06,3307,2.4,8843.0,50,10001492.SH,0.03,2.466,2.545,0.0,put,-1.0,0.2346846943226754,0.94,-1.0,2018-11-19,0.0008629893810428,10,0.158940427737492,5.663918317287465
106,3150,2018-10-10,2.7,10159.0,49,10001476.SH,0.04,2.466,2.545,0.0,call,-1.0,0.2510704202110768,1.06,3311,2.4,9521.0,49,10001492.SH,0.03,2.466,2.545,0.0,put,-1.0,0.2369308942379355,0.94,-1.0,2018-11-19,0.0008629893810428,10,0.158940427737492,5.663918317287465
107,3164,2018-10-12,2.65,11620.0,47,10001475.SH,0.04,2.466,2.494,0.0,call,-1.0,0.262704585403055,1.06,3315,2.35,15862.0,47,10001491.SH,0.04,2.466,2.494,0.0,put,-1.0,0.2816645154029131,0.94,-1.0,2018-11-19,0.0008629893810428,10,0.158940427737492,5.663918317287465
108,3200,2018-10-19,2.65,33176.0,40,10001475.SH,0.04,2.466,2.491,0.0,call,-1.0,0.2888757201408147,1.06,3339,2.35,48318.0,40,10001491.SH,0.03,2.466,2.491,0.0,put,-1.0,0.2624907836491466,0.94,-1.0,2018-11-19,0.0008629893810428,10,0.158940427737492,5.663918317287465
109,3207,2018-10-22,2.75,58935.0,37,10001477.SH,0.04,2.466,2.599,0.0,call,-1.0,0.2811943542000055,1.06,3344,2.45,59417.0,37,10001480.SH,0.03,2.466,2.599,0.0,put,-1.0,0.2691420030293762,0.94,-1.0,2018-11-19,0.0008629893810428,10,0.158940427737492,5.663918317287465
110,3212,2018-10-23,2.65,82285.0,36,10001475.SH,0.05,2.466,2.511,0.0,call,-1.0,0.319574242618084,1.06,3353,2.35,35865.0,36,10001491.SH,0.02,2.466,2.511,0.0,put,-1.0,0.2495786955121458,0.94,-1.0,2018-11-19,0.0008629893810428,10,0.158940427737492,5.663918317287465
111,3254,2018-10-31,2.65,62027.0,28,10001475.SH,0.03,2.466,2.496,0.0,call,-1.0,0.297599511192888,1.06,3389,2.35,52712.0,28,10001491.SH,0.03,2.466,2.496,0.0,put,-1.0,0.3170173238449693,0.94,-1.0,2018-11-19,0.0008629893810428,10,0.158940427737492,5.663918317287465
112,3261,2018-11-01,2.65,70068.0,27,10001475.SH,0.03,2.466,2.507,0.0,call,-1.0,0.2903497422690987,1.06,3395,2.35,49783.0,27,10001491.SH,0.03,2.466,2.507,0.0,put,-1.0,0.3347301464857458,0.94,-1.0,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
113,3268,2018-11-02,2.75,54137.0,26,10001477.SH,0.02,2.466,2.594,0.0,call,-1.0,0.2522422469414472,1.06,3400,2.45,114474.0,26,10001480.SH,0.03,2.466,2.594,0.0,put,-1.0,0.3135798064902424,0.94,-1.0,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
114,3273,2018-11-06,2.7,5211.0,50,10001317.SH,0.06,2.275,2.546,0.0,call,-1.0,0.3075837014331817,1.06,3410,2.4,4526.0,50,10001360.SH,0.05,2.275,2.546,0.0,put,0.0184947628383504,0.3024628901470004,0.94,0.079718137098665,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
115,3306,2018-11-12,2.65,4283.0,44,10001316.SH,0.06,2.275,2.49,0.0,call,-1.0,0.3416831440315843,1.06,3437,2.35,4045.0,44,10001370.SH,0.05,2.275,2.49,0.0,put,0.0092577059987908,0.3222814842301607,0.94,-0.229820043025332,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
116,3315,2018-11-13,2.65,8664.0,43,10001316.SH,0.06,2.275,2.509,0.0,call,-1.0,0.3254236011130809,1.06,3443,2.35,6825.0,43,10001370.SH,0.04,2.275,2.509,0.0,put,0.0147261833828249,0.3075280903274118,0.94,-0.1818490489275156,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
117,3333,2018-11-15,2.65,7440.0,41,10001316.SH,0.05,2.275,2.505,0.0,call,-1.0,0.3050449620676339,1.06,3455,2.35,7333.0,41,10001370.SH,0.04,2.275,2.505,0.0,put,0.0154500553679359,0.3109253149624169,0.94,-0.1248902895967085,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
118,3342,2018-11-16,2.65,8544.0,40,10001316.SH,0.05,2.275,2.507,0.0,call,-1.0,0.3068434121152162,1.06,3461,2.35,9682.0,40,10001370.SH,0.03,2.275,2.507,0.0,put,0.0231716546977176,0.2769522937523723,0.94,-0.0472510972100956,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
119,3351,2018-11-19,2.7,10270.0,37,10001317.SH,0.04,2.275,2.54,0.0,call,-1.0,0.2960007366054653,1.06,3467,2.4,10098.0,37,10001360.SH,0.04,2.275,2.54,0.0,put,0.031274608497249,0.3055852182977496,0.94,0.4359898574393313,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
120,3359,2018-11-20,2.65,14419.0,36,10001316.SH,0.04,2.275,2.498,0.0,call,-1.0,0.2976343798926472,1.06,3474,2.35,13571.0,36,10001370.SH,0.03,2.275,2.498,0.0,put,0.0257792014560649,0.2827731612414121,0.94,0.0591789786600704,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
121,3368,2018-11-21,2.65,13847.0,35,10001316.SH,0.03,2.275,2.497,0.0,call,-1.0,0.2640743590597511,1.06,3480,2.35,11494.0,35,10001370.SH,0.03,2.275,2.497,0.0,put,0.0265254346442262,0.2856533754461406,0.94,0.2107813574087493,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
122,3386,2018-11-23,2.6,24410.0,33,10001315.SH,0.03,2.275,2.442,0.0,call,-1.0,0.2831697703494429,1.06,3492,2.3,20010.0,33,10001378.SH,0.02,2.275,2.442,0.0,put,0.0067848392348506,0.2476834475698471,0.94,-0.4674794552800203,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
123,3396,2018-11-26,2.6,31989.0,30,10001315.SH,0.03,2.275,2.45,0.0,call,-1.0,0.2884472821683883,1.06,3497,2.3,22546.0,30,10001378.SH,0.02,2.275,2.45,0.0,put,0.0074658498937647,0.2672729811176657,0.94,-0.5000000000000018,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
124,3425,2018-11-29,2.6,54467.0,27,10001315.SH,0.02,2.275,2.4530000000000003,0.0,call,-1.0,0.2524640953183771,1.06,3513,2.3,32636.0,27,10001378.SH,0.0115,2.275,2.4530000000000003,0.0,put,0.0291778972529437,0.2328126921802163,0.94,-0.2264699815079727,2018-12-19,0.0003337093912386,1,0.1011614193174647,2.149133698658898
125,3446,2018-12-04,2.65,5005.0,50,10001569.SH,0.02,2.392,2.49,0.0,call,-1.0,0.1893800609462559,1.06,3527,2.35,1517.0,50,10001537.SH,0.02,2.392,2.49,0.0,put,-1.0,0.19774789323771,0.94,-1.0,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
126,3446,2018-12-04,2.65,5005.0,50,10001569.SH,0.02,2.392,2.49,0.0,call,-1.0,0.1893800609462559,1.06,3528,2.35,4571.0,50,10001572.SH,0.02,2.392,2.49,0.0,put,-1.0,0.19774789323771,0.94,-1.0,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
127,3498,2018-12-13,2.6,3677.0,41,10001533.SH,0.02,2.392,2.4530000000000003,0.0,call,-1.0,0.2029990598168373,1.06,3594,2.3,2014.0,41,10001536.SH,0.0116,2.392,2.4530000000000003,0.0,put,-1.0,0.1911948426583409,0.94,-1.0,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
128,3498,2018-12-13,2.6,3677.0,41,10001533.SH,0.02,2.392,2.4530000000000003,0.0,call,-1.0,0.2029990598168373,1.06,3595,2.3,13821.0,41,10001571.SH,0.0112,2.392,2.4530000000000003,0.0,put,-1.0,0.1890015120365619,0.94,-1.0,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
129,3499,2018-12-13,2.6,10835.0,41,10001568.SH,0.02,2.392,2.4530000000000003,0.0,call,-1.0,0.2029990598168373,1.06,3594,2.3,2014.0,41,10001536.SH,0.0116,2.392,2.4530000000000003,0.0,put,-1.0,0.1911948426583409,0.94,-1.0,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
130,3499,2018-12-13,2.6,10835.0,41,10001568.SH,0.02,2.392,2.4530000000000003,0.0,call,-1.0,0.2029990598168373,1.06,3595,2.3,13821.0,41,10001571.SH,0.0112,2.392,2.4530000000000003,0.0,put,-1.0,0.1890015120365619,0.94,-1.0,2019-01-22,0.0004467777538745,5,0.1250253336530571,3.329584455262915
131,3674,2019-01-22,2.55,36066.0,36,10001673.SH,0.0081,2.736,2.396,0.0,call,0.0909537294104645,0.1667924748699069,1.06,3743,2.25,27564.0,36,10001659.SH,0.008,2.736,2.396,0.0,put,-1.0,0.1793348355802297,0.94,6.683738158299542,2019-02-28,0.0006324023768027,4,0.1001695406731949,2.087127147112964
132,3682,2019-01-24,2.55,38245.0,34,10001673.SH,0.0051,2.736,2.403,0.0,call,0.1115768492699711,0.1453392242211103,1.06,3757,2.25,57573.0,34,10001659.SH,0.0039,2.736,2.403,0.0,put,-1.0,0.1567833102959394,0.94,13.472139381417364,2019-02-28,0.0006324023768027,4,0.1001695406731949,2.087127147112964
133,3693,2019-01-29,2.6,31426.0,29,10001675.SH,0.0055,2.736,2.448,0.0,call,0.1169675578213624,0.1621811042279005,1.06,3781,2.3,42356.0,29,10001660.SH,0.0072,2.736,2.448,0.0,put,-1.0,0.1904615866849422,0.94,10.620994545009252,2019-02-28,0.0006324023768027,4,0.1001695406731949,2.087127147112964
134,3817,2019-03-06,3.0,19222.0,49,10001769.SH,0.09,2.958,2.82,0.0,call,-1.0,0.3799404853612781,1.06,4139,2.65,4976.0,49,10001762.SH,0.06,2.958,2.82,0.0,put,-1.0,0.3263701820034682,0.94,-1.0,2019-04-01,0.0008738682509021,4,0.1494919151140093,4.983708717641585
135,3820,2019-03-07,2.95,7244.0,48,10001759.SH,0.09,2.958,2.773,0.0,call,-0.049174130773677,0.3880071951378881,1.06,4144,2.6,6342.0,48,10001761.SH,0.05,2.958,2.773,0.0,put,-1.0,0.3075566409379839,0.94,-0.8328519864765018,2019-04-01,0.0008738682509021,4,0.1494919151140093,4.983708717641585
136,3836,2019-03-12,2.85,11369.0,43,10001757.SH,0.07,2.958,2.701,0.0,call,0.0101355783075902,0.3387471399072408,1.06,4155,2.55,11688.0,43,10001760.SH,0.05,2.958,2.701,0.0,put,-1.0,0.311201582352817,0.94,-0.070870670795882,2019-04-01,0.0008738682509021,4,0.1494919151140093,4.983708717641585
137,3874,2019-03-22,2.95,15692.0,33,10001759.SH,0.05,2.958,2.777,0.0,call,-0.0540189781763922,0.3342860921041966,1.06,4198,2.6,18752.0,33,10001761.SH,0.03,2.958,2.777,0.0,put,-1.0,0.2935106942103505,0.94,-0.8767153260557933,2019-04-01,0.0008738682509021,4,0.1494919151140093,4.983708717641585
138,3902,2019-03-29,3.0,312957.0,26,10001769.SH,0.03,2.958,2.819,0.0,call,-1.0,0.2993385354393422,1.06,4222,2.65,108251.0,26,10001762.SH,0.02,2.958,2.819,0.0,put,-1.0,0.2676428277535737,0.94,-1.0,2019-04-01,0.0008738682509021,4,0.1494919151140093,4.983708717641585
139,3926,2019-04-11,3.1,19411.0,41,10001797.SH,0.06,2.709,2.912,0.0,call,-1.0,0.3260077859444321,1.06,4283,2.75,11168.0,41,10001787.SH,0.05,2.709,2.912,0.0,put,-0.0048285715837317,0.3054216632342636,0.94,-0.5142824630441691,2019-05-07,0.0008270788222047,2,0.1553932376929227,5.52982518563757
140,3951,2019-04-19,3.2,84011.0,33,10001805.SH,0.04,2.709,3.024,0.0,call,-1.0,0.2772632510286868,1.06,4339,2.85,28575.0,33,10001789.SH,0.03,2.709,3.024,0.0,put,0.048012835666741,0.2665497983241975,0.94,0.8900517804381165,2019-05-07,0.0008270788222047,2,0.1553932376929227,5.52982518563757
141,3969,2019-04-25,3.1,144508.0,27,10001797.SH,0.03,2.709,2.9130000000000003,0.0,call,-1.0,0.2894294470139146,1.06,4375,2.75,65645.0,27,10001787.SH,0.02,2.709,2.9130000000000003,0.0,put,0.0269432372854501,0.2484946067750155,0.94,-0.1978831977678783,2019-05-07,0.0008270788222047,2,0.1553932376929227,5.52982518563757
142,4009,2019-05-10,2.95,44693.0,47,10001737.SH,0.05,2.9160000000000004,2.777,0.0,call,-1.0,0.2781102326074541,1.06,4474,2.6,5339.0,47,10001516.SH,0.04,2.9160000000000004,2.777,0.0,put,-1.0,0.2817411669377684,0.94,-1.0,2019-06-06,0.00066780213862,2,0.2130374165588885,10.529616361361724
143,4009,2019-05-10,2.95,44693.0,47,10001737.SH,0.05,2.9160000000000004,2.777,0.0,call,-1.0,0.2781102326074541,1.06,4475,2.6,39796.0,47,10001613.SH,0.04,2.9160000000000004,2.777,0.0,put,-1.0,0.2817411669377684,0.94,-1.0,2019-06-06,0.00066780213862,2,0.2130374165588885,10.529616361361724
144,4017,2019-05-13,2.9,31524.0,44,10001736.SH,0.04,2.9160000000000004,2.725,0.0,call,-0.0206094508185317,0.2638562061689495,1.06,4499,2.55,1558.0,44,10001515.SH,0.03,2.9160000000000004,2.725,0.0,put,-1.0,0.2589257720229924,0.94,-0.6344308774431227,2019-06-06,0.00066780213862,2,0.2130374165588885,10.529616361361724
145,4017,2019-05-13,2.9,31524.0,44,10001736.SH,0.04,2.9160000000000004,2.725,0.0,call,-0.0206094508185317,0.2638562061689495,1.06,4500,2.55,17014.0,44,10001612.SH,0.03,2.9160000000000004,2.725,0.0,put,-1.0,0.2589257720229924,0.94,-0.6344308774431227,2019-06-06,0.00066780213862,2,0.2130374165588885,10.529616361361724
146,4043,2019-05-16,2.95,19945.0,41,10001737.SH,0.03,2.9160000000000004,2.774,0.0,call,-1.0,0.2363838430817127,1.06,4578,2.6,1033.0,41,10001516.SH,0.02,2.9160000000000004,2.774,0.0,put,-1.0,0.2227069681299924,0.94,-1.0,2019-06-06,0.00066780213862,2,0.2130374165588885,10.529616361361724
147,4043,2019-05-16,2.95,19945.0,41,10001737.SH,0.03,2.9160000000000004,2.774,0.0,call,-1.0,0.2363838430817127,1.06,4579,2.6,29328.0,41,10001613.SH,0.02,2.9160000000000004,2.774,0.0,put,-1.0,0.2227069681299924,0.94,-1.0,2019-06-06,0.00066780213862,2,0.2130374165588885,10.529616361361724
148,4061,2019-05-20,2.85,62269.0,37,10001735.SH,0.03,2.9160000000000004,2.699,0.0,call,0.0215383305787435,0.2357577562060356,1.06,4628,2.55,3457.0,37,10001515.SH,0.02,2.9160000000000004,2.699,0.0,put,-1.0,0.2183248368371725,0.94,0.252456488255999,2019-06-06,0.00066780213862,2,0.2130374165588885,10.529616361361724
149,4061,2019-05-20,2.85,62269.0,37,10001735.SH,0.03,2.9160000000000004,2.699,0.0,call,0.0215383305787435,0.2357577562060356,1.06,4629,2.55,41229.0,37,10001612.SH,0.02,2.9160000000000004,2.699,0.0,put,-1.0,0.2183248368371725,0.94,0.252456488255999,2019-06-06,0.00066780213862,2,0.2130374165588885,10.529616361361724
150,4211,2019-06-25,3.1,157824.0,29,10001877.SH,0.03,2.952,2.919,0.0,call,-1.0,0.2733649303956033,1.06,4953,2.75,82174.0,29,10001869.SH,0.02,2.952,2.919,0.0,put,-1.0,0.2450932694215774,0.94,-1.0,2019-07-09,0.0003974523759722,0,0.0,0.0
151,4216,2019-06-26,3.1,76523.0,28,10001877.SH,0.03,2.952,2.9160000000000004,0.0,call,-1.0,0.2812122355844974,1.06,4962,2.75,34891.0,28,10001869.SH,0.02,2.952,2.9160000000000004,0.0,put,-1.0,0.2467303697764277,0.94,-1.0,2019-07-09,0.0003974523759722,0,0.0,0.0
152,4228,2019-07-09,3.1,22516.0,50,10001890.SH,0.04,2.912,2.914,0.0,call,-1.0,0.2381796109216213,1.06,4984,2.75,9519.0,50,10001893.SH,0.03,2.912,2.914,0.0,put,-1.0,0.2194991073567569,0.94,-1.0,2019-08-08,0.0003024640882285,3,0.1211009608712136,3.206947674016942
153,4233,2019-07-10,3.1,20470.0,49,10001890.SH,0.03,2.912,2.912,0.0,call,-1.0,0.2127879853384793,1.06,4989,2.75,8872.0,49,10001893.SH,0.03,2.912,2.912,0.0,put,-1.0,0.2202165681071877,0.94,-1.0,2019-08-08,0.0003024640882285,3,0.1211009608712136,3.206947674016942
154,4238,2019-07-11,3.1,30625.0,48,10001890.SH,0.04,2.912,2.922,0.0,call,-1.0,0.2371980421222448,1.06,4994,2.75,11380.0,48,10001893.SH,0.03,2.912,2.922,0.0,put,-1.0,0.2292857679030298,0.94,-1.0,2019-08-08,0.0003024640882285,3,0.1211009608712136,3.206947674016942
155,4253,2019-07-16,3.1,28395.0,43,10001890.SH,0.04,2.912,2.925,0.0,call,-1.0,0.2488776260308324,1.06,5009,2.75,10952.0,43,10001893.SH,0.02,2.912,2.925,0.0,put,-1.0,0.2071661376588345,0.94,-1.0,2019-08-08,0.0003024640882285,3,0.1211009608712136,3.206947674016942
156,4258,2019-07-17,3.1,30280.0,42,10001890.SH,0.03,2.912,2.9160000000000004,0.0,call,-1.0,0.2276968280770778,1.06,5014,2.75,14602.0,42,10001893.SH,0.02,2.912,2.9160000000000004,0.0,put,-1.0,0.2033107919531465,0.94,-1.0,2019-08-08,0.0003024640882285,3,0.1211009608712136,3.206947674016942
157,4274,2019-07-22,3.1,81225.0,37,10001890.SH,0.03,2.912,2.922,0.0,call,-1.0,0.2383658157387971,1.06,5028,2.75,31272.0,37,10001893.SH,0.02,2.912,2.922,0.0,put,-1.0,0.2203072863311767,0.94,-1.0,2019-08-08,0.0003024640882285,3,0.1211009608712136,3.206947674016942
158,4279,2019-07-23,3.1,66490.0,36,10001890.SH,0.02,2.912,2.923,0.0,call,-1.0,0.2040628233802616,1.06,5033,2.75,25322.0,36,10001893.SH,0.0137,2.912,2.923,0.0,put,-1.0,0.1957283696731924,0.94,-1.0,2019-08-08,0.0003024640882285,3,0.1211009608712136,3.206947674016942
159,4311,2019-08-01,3.1,200010.0,27,10001890.SH,0.0102,2.912,2.935,0.0,call,-1.0,0.1784437465863823,1.06,5071,2.75,40562.0,27,10001893.SH,0.005,2.912,2.935,0.0,put,-1.0,0.1757649959802627,0.94,-1.0,2019-09-09,0.0002713087487408,0,0.0,0.0
160,4340,2019-08-08,3.0,20420.0,48,10001746.SH,0.02,2.977,2.8310000000000004,0.0,call,-1.0,0.1759224713730215,1.06,5112,2.65,12922.0,48,10001698.SH,0.02,2.977,2.8310000000000004,0.0,put,-1.0,0.2076146623865068,0.94,-1.0,2019-09-09,0.0002713087487408,0,0.0,0.0
161,4348,2019-08-09,3.0,27661.0,47,10001746.SH,0.02,2.977,2.82,0.0,call,-1.0,0.1856626999242305,1.06,5124,2.65,17318.0,47,10001698.SH,0.02,2.977,2.82,0.0,put,-1.0,0.2023620056920052,0.94,-1.0,2019-09-09,0.0002713087487408,0,0.0,0.0
